,id,label
65,twitter_66,NOT_SARCASM
66,twitter_67,NOT_SARCASM
67,twitter_68,SARCASM
68,twitter_69,NOT_SARCASM
69,twitter_70,NOT_SARCASM
70,twitter_71,NOT_SARCASM
71,twitter_72,SARCASM
72,twitter_73,SARCASM
73,twitter_74,SARCASM
74,twitter_75,SARCASM
75,twitter_76,NOT_SARCASM
76,twitter_77,NOT_SARCASM
77,twitter_78,SARCASM
78,twitter_79,SARCASM
79,twitter_80,SARCASM
80,twitter_81,NOT_SARCASM
81,twitter_82,NOT_SARCASM
82,twitter_83,SARCASM
83,twitter_84,NOT_SARCASM
84,twitter_85,NOT_SARCASM
85,twitter_86,NOT_SARCASM
86,twitter_87,NOT_SARCASM
87,twitter_88,SARCASM
88,twitter_89,SARCASM
89,twitter_90,SARCASM
90,twitter_91,SARCASM
91,twitter_92,SARCASM
92,twitter_93,NOT_SARCASM
93,twitter_94,NOT_SARCASM
94,twitter_95,SARCASM
95,twitter_96,NOT_SARCASM
96,twitter_97,NOT_SARCASM
97,twitter_98,NOT_SARCASM
98,twitter_99,SARCASM
99,twitter_100,NOT_SARCASM
100,twitter_101,NOT_SARCASM
101,twitter_102,NOT_SARCASM
102,twitter_103,NOT_SARCASM
103,twitter_104,SARCASM
104,twitter_105,SARCASM
105,twitter_106,SARCASM
106,twitter_107,SARCASM
107,twitter_108,SARCASM
108,twitter_109,NOT_SARCASM
109,twitter_110,SARCASM
110,twitter_111,NOT_SARCASM
111,twitter_112,NOT_SARCASM
112,twitter_113,SARCASM
113,twitter_114,NOT_SARCASM
114,twitter_115,NOT_SARCASM
115,twitter_116,NOT_SARCASM
116,twitter_117,SARCASM
117,twitter_118,SARCASM
118,twitter_119,SARCASM
119,twitter_120,NOT_SARCASM
120,twitter_121,NOT_SARCASM
121,twitter_122,SARCASM
122,twitter_123,NOT_SARCASM
123,twitter_124,NOT_SARCASM
124,twitter_125,SARCASM
125,twitter_126,NOT_SARCASM
126,twitter_127,NOT_SARCASM
127,twitter_128,NOT_SARCASM
128,twitter_129,SARCASM
129,twitter_130,NOT_SARCASM
130,twitter_131,NOT_SARCASM
131,twitter_132,NOT_SARCASM
132,twitter_133,SARCASM
133,twitter_134,SARCASM
134,twitter_135,NOT_SARCASM
135,twitter_136,SARCASM
136,twitter_137,SARCASM
137,twitter_138,SARCASM
138,twitter_139,NOT_SARCASM
139,twitter_140,SARCASM
140,twitter_141,NOT_SARCASM
141,twitter_142,SARCASM
142,twitter_143,SARCASM
143,twitter_144,NOT_SARCASM
144,twitter_145,NOT_SARCASM
145,twitter_146,SARCASM
146,twitter_147,SARCASM
147,twitter_148,SARCASM
148,twitter_149,SARCASM
149,twitter_150,SARCASM
150,twitter_151,NOT_SARCASM
151,twitter_152,NOT_SARCASM
152,twitter_153,SARCASM
153,twitter_154,NOT_SARCASM
154,twitter_155,SARCASM
155,twitter_156,SARCASM
156,twitter_157,SARCASM
157,twitter_158,NOT_SARCASM
158,twitter_159,NOT_SARCASM
159,twitter_160,NOT_SARCASM
160,twitter_161,SARCASM
161,twitter_162,NOT_SARCASM
162,twitter_163,SARCASM
163,twitter_164,NOT_SARCASM
164,twitter_165,NOT_SARCASM
165,twitter_166,NOT_SARCASM
166,twitter_167,SARCASM
167,twitter_168,NOT_SARCASM
168,twitter_169,NOT_SARCASM
169,twitter_170,NOT_SARCASM
170,twitter_171,SARCASM
171,twitter_172,NOT_SARCASM
172,twitter_173,SARCASM
173,twitter_174,NOT_SARCASM
174,twitter_175,NOT_SARCASM
175,twitter_176,SARCASM
176,twitter_177,NOT_SARCASM
177,twitter_178,NOT_SARCASM
178,twitter_179,SARCASM
179,twitter_180,NOT_SARCASM
180,twitter_181,NOT_SARCASM
181,twitter_182,SARCASM
182,twitter_183,NOT_SARCASM
183,twitter_184,SARCASM
184,twitter_185,SARCASM
185,twitter_186,SARCASM
186,twitter_187,SARCASM
187,twitter_188,NOT_SARCASM
188,twitter_189,SARCASM
189,twitter_190,SARCASM
190,twitter_191,SARCASM
191,twitter_192,SARCASM
192,twitter_193,NOT_SARCASM
193,twitter_194,NOT_SARCASM
194,twitter_195,SARCASM
195,twitter_196,NOT_SARCASM
196,twitter_197,SARCASM
197,twitter_198,NOT_SARCASM
198,twitter_199,NOT_SARCASM
199,twitter_200,SARCASM
200,twitter_201,NOT_SARCASM
201,twitter_202,NOT_SARCASM
202,twitter_203,NOT_SARCASM
203,twitter_204,NOT_SARCASM
204,twitter_205,NOT_SARCASM
205,twitter_206,NOT_SARCASM
206,twitter_207,SARCASM
207,twitter_208,SARCASM
208,twitter_209,SARCASM
209,twitter_210,SARCASM
210,twitter_211,NOT_SARCASM
211,twitter_212,SARCASM
212,twitter_213,NOT_SARCASM
213,twitter_214,SARCASM
214,twitter_215,NOT_SARCASM
215,twitter_216,SARCASM
216,twitter_217,SARCASM
217,twitter_218,SARCASM
218,twitter_219,SARCASM
219,twitter_220,NOT_SARCASM
220,twitter_221,SARCASM
221,twitter_222,SARCASM
222,twitter_223,SARCASM
223,twitter_224,SARCASM
224,twitter_225,NOT_SARCASM
225,twitter_226,SARCASM
226,twitter_227,NOT_SARCASM
227,twitter_228,NOT_SARCASM
228,twitter_229,NOT_SARCASM
229,twitter_230,NOT_SARCASM
230,twitter_231,NOT_SARCASM
231,twitter_232,SARCASM
232,twitter_233,NOT_SARCASM
233,twitter_234,NOT_SARCASM
234,twitter_235,NOT_SARCASM
235,twitter_236,NOT_SARCASM
236,twitter_237,SARCASM
237,twitter_238,SARCASM
238,twitter_239,SARCASM
239,twitter_240,SARCASM
240,twitter_241,NOT_SARCASM
241,twitter_242,NOT_SARCASM
242,twitter_243,SARCASM
243,twitter_244,SARCASM
244,twitter_245,SARCASM
245,twitter_246,NOT_SARCASM
246,twitter_247,NOT_SARCASM
247,twitter_248,SARCASM
248,twitter_249,SARCASM
249,twitter_250,NOT_SARCASM
250,twitter_251,NOT_SARCASM
251,twitter_252,SARCASM
252,twitter_253,SARCASM
253,twitter_254,NOT_SARCASM
254,twitter_255,SARCASM
255,twitter_256,SARCASM
256,twitter_257,NOT_SARCASM
257,twitter_258,NOT_SARCASM
258,twitter_259,SARCASM
259,twitter_260,SARCASM
260,twitter_261,NOT_SARCASM
261,twitter_262,SARCASM
262,twitter_263,SARCASM
263,twitter_264,NOT_SARCASM
264,twitter_265,SARCASM
265,twitter_266,NOT_SARCASM
266,twitter_267,NOT_SARCASM
267,twitter_268,SARCASM
268,twitter_269,NOT_SARCASM
269,twitter_270,SARCASM
270,twitter_271,SARCASM
271,twitter_272,NOT_SARCASM
272,twitter_273,NOT_SARCASM
273,twitter_274,NOT_SARCASM
274,twitter_275,SARCASM
275,twitter_276,SARCASM
276,twitter_277,NOT_SARCASM
277,twitter_278,NOT_SARCASM
278,twitter_279,SARCASM
279,twitter_280,SARCASM
280,twitter_281,NOT_SARCASM
281,twitter_282,NOT_SARCASM
282,twitter_283,NOT_SARCASM
283,twitter_284,NOT_SARCASM
284,twitter_285,SARCASM
285,twitter_286,SARCASM
286,twitter_287,SARCASM
287,twitter_288,SARCASM
288,twitter_289,SARCASM
289,twitter_290,SARCASM
290,twitter_291,SARCASM
291,twitter_292,SARCASM
292,twitter_293,NOT_SARCASM
293,twitter_294,SARCASM
294,twitter_295,NOT_SARCASM
295,twitter_296,SARCASM
296,twitter_297,NOT_SARCASM
297,twitter_298,SARCASM
298,twitter_299,SARCASM
299,twitter_300,SARCASM
300,twitter_301,SARCASM
301,twitter_302,SARCASM
302,twitter_303,SARCASM
303,twitter_304,SARCASM
304,twitter_305,NOT_SARCASM
305,twitter_306,NOT_SARCASM
306,twitter_307,SARCASM
307,twitter_308,NOT_SARCASM
308,twitter_309,NOT_SARCASM
309,twitter_310,NOT_SARCASM
310,twitter_311,SARCASM
311,twitter_312,SARCASM
312,twitter_313,SARCASM
313,twitter_314,SARCASM
314,twitter_315,NOT_SARCASM
315,twitter_316,NOT_SARCASM
316,twitter_317,NOT_SARCASM
317,twitter_318,NOT_SARCASM
318,twitter_319,SARCASM
319,twitter_320,NOT_SARCASM
320,twitter_321,NOT_SARCASM
321,twitter_322,NOT_SARCASM
322,twitter_323,SARCASM
323,twitter_324,SARCASM
324,twitter_325,SARCASM
325,twitter_326,SARCASM
326,twitter_327,SARCASM
327,twitter_328,NOT_SARCASM
328,twitter_329,SARCASM
329,twitter_330,NOT_SARCASM
330,twitter_331,NOT_SARCASM
331,twitter_332,SARCASM
332,twitter_333,NOT_SARCASM
333,twitter_334,SARCASM
334,twitter_335,NOT_SARCASM
335,twitter_336,SARCASM
336,twitter_337,SARCASM
337,twitter_338,SARCASM
338,twitter_339,SARCASM
339,twitter_340,SARCASM
340,twitter_341,NOT_SARCASM
341,twitter_342,SARCASM
342,twitter_343,SARCASM
343,twitter_344,NOT_SARCASM
344,twitter_345,SARCASM
345,twitter_346,NOT_SARCASM
346,twitter_347,NOT_SARCASM
347,twitter_348,NOT_SARCASM
348,twitter_349,NOT_SARCASM
349,twitter_350,NOT_SARCASM
350,twitter_351,NOT_SARCASM
351,twitter_352,NOT_SARCASM
352,twitter_353,NOT_SARCASM
353,twitter_354,NOT_SARCASM
354,twitter_355,NOT_SARCASM
355,twitter_356,SARCASM
356,twitter_357,NOT_SARCASM
357,twitter_358,NOT_SARCASM
358,twitter_359,SARCASM
359,twitter_360,SARCASM
360,twitter_361,NOT_SARCASM
361,twitter_362,NOT_SARCASM
362,twitter_363,NOT_SARCASM
363,twitter_364,NOT_SARCASM
364,twitter_365,NOT_SARCASM
365,twitter_366,NOT_SARCASM
366,twitter_367,SARCASM
367,twitter_368,NOT_SARCASM
368,twitter_369,SARCASM
369,twitter_370,SARCASM
370,twitter_371,SARCASM
371,twitter_372,NOT_SARCASM
372,twitter_373,NOT_SARCASM
373,twitter_374,NOT_SARCASM
374,twitter_375,SARCASM
375,twitter_376,SARCASM
376,twitter_377,NOT_SARCASM
377,twitter_378,NOT_SARCASM
378,twitter_379,SARCASM
379,twitter_380,SARCASM
380,twitter_381,NOT_SARCASM
381,twitter_382,NOT_SARCASM
382,twitter_383,NOT_SARCASM
383,twitter_384,NOT_SARCASM
384,twitter_385,SARCASM
385,twitter_386,NOT_SARCASM
386,twitter_387,NOT_SARCASM
387,twitter_388,SARCASM
388,twitter_389,NOT_SARCASM
389,twitter_390,SARCASM
390,twitter_391,NOT_SARCASM
391,twitter_392,NOT_SARCASM
392,twitter_393,NOT_SARCASM
393,twitter_394,SARCASM
394,twitter_395,SARCASM
395,twitter_396,SARCASM
396,twitter_397,SARCASM
397,twitter_398,SARCASM
398,twitter_399,NOT_SARCASM
399,twitter_400,NOT_SARCASM
400,twitter_401,NOT_SARCASM
401,twitter_402,SARCASM
402,twitter_403,NOT_SARCASM
403,twitter_404,SARCASM
404,twitter_405,SARCASM
405,twitter_406,NOT_SARCASM
406,twitter_407,SARCASM
407,twitter_408,SARCASM
408,twitter_409,NOT_SARCASM
409,twitter_410,NOT_SARCASM
410,twitter_411,SARCASM
411,twitter_412,SARCASM
412,twitter_413,NOT_SARCASM
413,twitter_414,SARCASM
414,twitter_415,SARCASM
415,twitter_416,NOT_SARCASM
416,twitter_417,NOT_SARCASM
417,twitter_418,SARCASM
418,twitter_419,SARCASM
419,twitter_420,NOT_SARCASM
420,twitter_421,SARCASM
421,twitter_422,SARCASM
422,twitter_423,NOT_SARCASM
423,twitter_424,NOT_SARCASM
424,twitter_425,NOT_SARCASM
425,twitter_426,NOT_SARCASM
426,twitter_427,SARCASM
427,twitter_428,NOT_SARCASM
428,twitter_429,SARCASM
429,twitter_430,NOT_SARCASM
430,twitter_431,NOT_SARCASM
431,twitter_432,SARCASM
432,twitter_433,SARCASM
433,twitter_434,SARCASM
434,twitter_435,NOT_SARCASM
435,twitter_436,SARCASM
436,twitter_437,SARCASM
437,twitter_438,NOT_SARCASM
438,twitter_439,NOT_SARCASM
439,twitter_440,SARCASM
440,twitter_441,SARCASM
441,twitter_442,SARCASM
442,twitter_443,SARCASM
443,twitter_444,NOT_SARCASM
444,twitter_445,SARCASM
445,twitter_446,SARCASM
446,twitter_447,SARCASM
447,twitter_448,SARCASM
448,twitter_449,SARCASM
449,twitter_450,SARCASM
450,twitter_451,SARCASM
451,twitter_452,SARCASM
452,twitter_453,NOT_SARCASM
453,twitter_454,SARCASM
454,twitter_455,SARCASM
455,twitter_456,NOT_SARCASM
456,twitter_457,SARCASM
457,twitter_458,SARCASM
458,twitter_459,SARCASM
459,twitter_460,SARCASM
460,twitter_461,NOT_SARCASM
461,twitter_462,NOT_SARCASM
462,twitter_463,SARCASM
463,twitter_464,NOT_SARCASM
464,twitter_465,SARCASM
465,twitter_466,NOT_SARCASM
466,twitter_467,SARCASM
467,twitter_468,SARCASM
468,twitter_469,SARCASM
469,twitter_470,NOT_SARCASM
470,twitter_471,NOT_SARCASM
471,twitter_472,SARCASM
472,twitter_473,NOT_SARCASM
473,twitter_474,SARCASM
474,twitter_475,SARCASM
475,twitter_476,NOT_SARCASM
476,twitter_477,NOT_SARCASM
477,twitter_478,SARCASM
478,twitter_479,NOT_SARCASM
479,twitter_480,NOT_SARCASM
480,twitter_481,SARCASM
481,twitter_482,SARCASM
482,twitter_483,NOT_SARCASM
483,twitter_484,SARCASM
484,twitter_485,NOT_SARCASM
485,twitter_486,SARCASM
486,twitter_487,NOT_SARCASM
487,twitter_488,SARCASM
488,twitter_489,SARCASM
489,twitter_490,SARCASM
490,twitter_491,SARCASM
491,twitter_492,NOT_SARCASM
492,twitter_493,SARCASM
493,twitter_494,SARCASM
494,twitter_495,SARCASM
495,twitter_496,SARCASM
496,twitter_497,NOT_SARCASM
497,twitter_498,NOT_SARCASM
498,twitter_499,NOT_SARCASM
499,twitter_500,NOT_SARCASM
500,twitter_501,SARCASM
501,twitter_502,NOT_SARCASM
502,twitter_503,NOT_SARCASM
503,twitter_504,SARCASM
504,twitter_505,SARCASM
505,twitter_506,NOT_SARCASM
506,twitter_507,NOT_SARCASM
507,twitter_508,NOT_SARCASM
508,twitter_509,SARCASM
509,twitter_510,SARCASM
510,twitter_511,SARCASM
511,twitter_512,NOT_SARCASM
512,twitter_513,NOT_SARCASM
513,twitter_514,NOT_SARCASM
514,twitter_515,NOT_SARCASM
515,twitter_516,NOT_SARCASM
516,twitter_517,SARCASM
517,twitter_518,NOT_SARCASM
518,twitter_519,SARCASM
519,twitter_520,NOT_SARCASM
520,twitter_521,NOT_SARCASM
521,twitter_522,NOT_SARCASM
522,twitter_523,NOT_SARCASM
523,twitter_524,NOT_SARCASM
524,twitter_525,NOT_SARCASM
525,twitter_526,NOT_SARCASM
526,twitter_527,SARCASM
527,twitter_528,NOT_SARCASM
528,twitter_529,SARCASM
529,twitter_530,SARCASM
530,twitter_531,SARCASM
531,twitter_532,NOT_SARCASM
532,twitter_533,NOT_SARCASM
533,twitter_534,NOT_SARCASM
534,twitter_535,NOT_SARCASM
535,twitter_536,NOT_SARCASM
536,twitter_537,SARCASM
537,twitter_538,SARCASM
538,twitter_539,NOT_SARCASM
539,twitter_540,NOT_SARCASM
540,twitter_541,NOT_SARCASM
541,twitter_542,NOT_SARCASM
542,twitter_543,SARCASM
543,twitter_544,NOT_SARCASM
544,twitter_545,SARCASM
545,twitter_546,NOT_SARCASM
546,twitter_547,NOT_SARCASM
547,twitter_548,SARCASM
548,twitter_549,NOT_SARCASM
549,twitter_550,SARCASM
550,twitter_551,NOT_SARCASM
551,twitter_552,SARCASM
552,twitter_553,SARCASM
553,twitter_554,SARCASM
554,twitter_555,NOT_SARCASM
555,twitter_556,NOT_SARCASM
556,twitter_557,SARCASM
557,twitter_558,SARCASM
558,twitter_559,NOT_SARCASM
559,twitter_560,SARCASM
560,twitter_561,NOT_SARCASM
561,twitter_562,SARCASM
562,twitter_563,SARCASM
563,twitter_564,SARCASM
564,twitter_565,SARCASM
565,twitter_566,NOT_SARCASM
566,twitter_567,NOT_SARCASM
567,twitter_568,SARCASM
568,twitter_569,SARCASM
569,twitter_570,SARCASM
570,twitter_571,SARCASM
571,twitter_572,SARCASM
572,twitter_573,SARCASM
573,twitter_574,NOT_SARCASM
574,twitter_575,SARCASM
575,twitter_576,NOT_SARCASM
576,twitter_577,NOT_SARCASM
577,twitter_578,SARCASM
578,twitter_579,SARCASM
579,twitter_580,SARCASM
580,twitter_581,SARCASM
581,twitter_582,NOT_SARCASM
582,twitter_583,NOT_SARCASM
583,twitter_584,SARCASM
584,twitter_585,NOT_SARCASM
585,twitter_586,SARCASM
586,twitter_587,SARCASM
587,twitter_588,NOT_SARCASM
588,twitter_589,SARCASM
589,twitter_590,SARCASM
590,twitter_591,SARCASM
591,twitter_592,SARCASM
592,twitter_593,SARCASM
593,twitter_594,NOT_SARCASM
594,twitter_595,NOT_SARCASM
595,twitter_596,SARCASM
596,twitter_597,NOT_SARCASM
597,twitter_598,SARCASM
598,twitter_599,NOT_SARCASM
599,twitter_600,SARCASM
600,twitter_601,NOT_SARCASM
601,twitter_602,NOT_SARCASM
602,twitter_603,SARCASM
603,twitter_604,NOT_SARCASM
604,twitter_605,NOT_SARCASM
605,twitter_606,SARCASM
606,twitter_607,SARCASM
607,twitter_608,SARCASM
608,twitter_609,NOT_SARCASM
609,twitter_610,SARCASM
610,twitter_611,SARCASM
611,twitter_612,SARCASM
612,twitter_613,NOT_SARCASM
613,twitter_614,SARCASM
614,twitter_615,NOT_SARCASM
615,twitter_616,SARCASM
616,twitter_617,SARCASM
617,twitter_618,NOT_SARCASM
618,twitter_619,SARCASM
619,twitter_620,SARCASM
620,twitter_621,NOT_SARCASM
621,twitter_622,NOT_SARCASM
622,twitter_623,SARCASM
623,twitter_624,SARCASM
624,twitter_625,SARCASM
625,twitter_626,NOT_SARCASM
626,twitter_627,SARCASM
627,twitter_628,NOT_SARCASM
628,twitter_629,NOT_SARCASM
629,twitter_630,NOT_SARCASM
630,twitter_631,SARCASM
631,twitter_632,SARCASM
632,twitter_633,NOT_SARCASM
633,twitter_634,SARCASM
634,twitter_635,NOT_SARCASM
635,twitter_636,SARCASM
636,twitter_637,SARCASM
637,twitter_638,NOT_SARCASM
638,twitter_639,NOT_SARCASM
639,twitter_640,NOT_SARCASM
640,twitter_641,SARCASM
641,twitter_642,NOT_SARCASM
642,twitter_643,SARCASM
643,twitter_644,NOT_SARCASM
644,twitter_645,NOT_SARCASM
645,twitter_646,SARCASM
646,twitter_647,SARCASM
647,twitter_648,SARCASM
648,twitter_649,SARCASM
649,twitter_650,SARCASM
650,twitter_651,SARCASM
651,twitter_652,SARCASM
652,twitter_653,NOT_SARCASM
653,twitter_654,NOT_SARCASM
654,twitter_655,NOT_SARCASM
655,twitter_656,NOT_SARCASM
656,twitter_657,NOT_SARCASM
657,twitter_658,SARCASM
658,twitter_659,SARCASM
659,twitter_660,SARCASM
660,twitter_661,NOT_SARCASM
661,twitter_662,NOT_SARCASM
662,twitter_663,NOT_SARCASM
663,twitter_664,SARCASM
664,twitter_665,SARCASM
665,twitter_666,SARCASM
666,twitter_667,SARCASM
667,twitter_668,NOT_SARCASM
668,twitter_669,NOT_SARCASM
669,twitter_670,NOT_SARCASM
670,twitter_671,NOT_SARCASM
671,twitter_672,NOT_SARCASM
672,twitter_673,NOT_SARCASM
673,twitter_674,SARCASM
674,twitter_675,NOT_SARCASM
675,twitter_676,NOT_SARCASM
676,twitter_677,NOT_SARCASM
677,twitter_678,SARCASM
678,twitter_679,NOT_SARCASM
679,twitter_680,SARCASM
680,twitter_681,SARCASM
681,twitter_682,NOT_SARCASM
682,twitter_683,NOT_SARCASM
683,twitter_684,NOT_SARCASM
684,twitter_685,NOT_SARCASM
685,twitter_686,SARCASM
686,twitter_687,SARCASM
687,twitter_688,NOT_SARCASM
688,twitter_689,SARCASM
689,twitter_690,NOT_SARCASM
690,twitter_691,SARCASM
691,twitter_692,SARCASM
692,twitter_693,SARCASM
693,twitter_694,NOT_SARCASM
694,twitter_695,NOT_SARCASM
695,twitter_696,SARCASM
696,twitter_697,NOT_SARCASM
697,twitter_698,SARCASM
698,twitter_699,NOT_SARCASM
699,twitter_700,NOT_SARCASM
700,twitter_701,NOT_SARCASM
701,twitter_702,NOT_SARCASM
702,twitter_703,SARCASM
703,twitter_704,NOT_SARCASM
704,twitter_705,SARCASM
705,twitter_706,SARCASM
706,twitter_707,SARCASM
707,twitter_708,SARCASM
708,twitter_709,SARCASM
709,twitter_710,SARCASM
710,twitter_711,SARCASM
711,twitter_712,SARCASM
712,twitter_713,NOT_SARCASM
713,twitter_714,SARCASM
714,twitter_715,NOT_SARCASM
715,twitter_716,NOT_SARCASM
716,twitter_717,NOT_SARCASM
717,twitter_718,NOT_SARCASM
718,twitter_719,SARCASM
719,twitter_720,NOT_SARCASM
720,twitter_721,SARCASM
721,twitter_722,NOT_SARCASM
722,twitter_723,NOT_SARCASM
723,twitter_724,SARCASM
724,twitter_725,SARCASM
725,twitter_726,SARCASM
726,twitter_727,SARCASM
727,twitter_728,SARCASM
728,twitter_729,NOT_SARCASM
729,twitter_730,NOT_SARCASM
730,twitter_731,SARCASM
731,twitter_732,NOT_SARCASM
732,twitter_733,SARCASM
733,twitter_734,NOT_SARCASM
734,twitter_735,SARCASM
735,twitter_736,SARCASM
736,twitter_737,SARCASM
737,twitter_738,NOT_SARCASM
738,twitter_739,NOT_SARCASM
739,twitter_740,SARCASM
740,twitter_741,NOT_SARCASM
741,twitter_742,NOT_SARCASM
742,twitter_743,SARCASM
743,twitter_744,SARCASM
744,twitter_745,NOT_SARCASM
745,twitter_746,SARCASM
746,twitter_747,SARCASM
747,twitter_748,NOT_SARCASM
748,twitter_749,NOT_SARCASM
749,twitter_750,NOT_SARCASM
750,twitter_751,SARCASM
751,twitter_752,SARCASM
752,twitter_753,SARCASM
753,twitter_754,SARCASM
754,twitter_755,NOT_SARCASM
755,twitter_756,SARCASM
756,twitter_757,SARCASM
757,twitter_758,NOT_SARCASM
758,twitter_759,SARCASM
759,twitter_760,NOT_SARCASM
760,twitter_761,SARCASM
761,twitter_762,SARCASM
762,twitter_763,SARCASM
763,twitter_764,NOT_SARCASM
764,twitter_765,SARCASM
765,twitter_766,NOT_SARCASM
766,twitter_767,SARCASM
767,twitter_768,SARCASM
768,twitter_769,NOT_SARCASM
769,twitter_770,NOT_SARCASM
770,twitter_771,NOT_SARCASM
771,twitter_772,SARCASM
772,twitter_773,NOT_SARCASM
773,twitter_774,SARCASM
774,twitter_775,SARCASM
775,twitter_776,NOT_SARCASM
776,twitter_777,SARCASM
777,twitter_778,NOT_SARCASM
778,twitter_779,NOT_SARCASM
779,twitter_780,NOT_SARCASM
780,twitter_781,SARCASM
781,twitter_782,NOT_SARCASM
782,twitter_783,SARCASM
783,twitter_784,SARCASM
784,twitter_785,SARCASM
785,twitter_786,SARCASM
786,twitter_787,SARCASM
787,twitter_788,SARCASM
788,twitter_789,SARCASM
789,twitter_790,SARCASM
790,twitter_791,NOT_SARCASM
791,twitter_792,NOT_SARCASM
792,twitter_793,SARCASM
793,twitter_794,SARCASM
794,twitter_795,NOT_SARCASM
795,twitter_796,SARCASM
796,twitter_797,NOT_SARCASM
797,twitter_798,NOT_SARCASM
798,twitter_799,SARCASM
799,twitter_800,SARCASM
800,twitter_801,NOT_SARCASM
801,twitter_802,NOT_SARCASM
802,twitter_803,NOT_SARCASM
803,twitter_804,SARCASM
804,twitter_805,SARCASM
805,twitter_806,SARCASM
806,twitter_807,SARCASM
807,twitter_808,SARCASM
808,twitter_809,SARCASM
809,twitter_810,NOT_SARCASM
810,twitter_811,NOT_SARCASM
811,twitter_812,SARCASM
812,twitter_813,SARCASM
813,twitter_814,NOT_SARCASM
814,twitter_815,NOT_SARCASM
815,twitter_816,SARCASM
816,twitter_817,NOT_SARCASM
817,twitter_818,SARCASM
818,twitter_819,NOT_SARCASM
819,twitter_820,NOT_SARCASM
820,twitter_821,SARCASM
821,twitter_822,NOT_SARCASM
822,twitter_823,NOT_SARCASM
823,twitter_824,NOT_SARCASM
824,twitter_825,NOT_SARCASM
825,twitter_826,SARCASM
826,twitter_827,NOT_SARCASM
827,twitter_828,SARCASM
828,twitter_829,NOT_SARCASM
829,twitter_830,SARCASM
830,twitter_831,SARCASM
831,twitter_832,SARCASM
832,twitter_833,SARCASM
833,twitter_834,NOT_SARCASM
834,twitter_835,NOT_SARCASM
835,twitter_836,SARCASM
836,twitter_837,NOT_SARCASM
837,twitter_838,NOT_SARCASM
838,twitter_839,SARCASM
839,twitter_840,NOT_SARCASM
840,twitter_841,SARCASM
841,twitter_842,NOT_SARCASM
842,twitter_843,NOT_SARCASM
843,twitter_844,NOT_SARCASM
844,twitter_845,SARCASM
845,twitter_846,SARCASM
846,twitter_847,NOT_SARCASM
847,twitter_848,SARCASM
848,twitter_849,SARCASM
849,twitter_850,SARCASM
850,twitter_851,SARCASM
851,twitter_852,SARCASM
852,twitter_853,SARCASM
853,twitter_854,SARCASM
854,twitter_855,SARCASM
855,twitter_856,SARCASM
856,twitter_857,SARCASM
857,twitter_858,NOT_SARCASM
858,twitter_859,SARCASM
859,twitter_860,NOT_SARCASM
860,twitter_861,SARCASM
861,twitter_862,NOT_SARCASM
862,twitter_863,NOT_SARCASM
863,twitter_864,NOT_SARCASM
864,twitter_865,NOT_SARCASM
865,twitter_866,NOT_SARCASM
866,twitter_867,SARCASM
867,twitter_868,SARCASM
868,twitter_869,SARCASM
869,twitter_870,SARCASM
870,twitter_871,NOT_SARCASM
871,twitter_872,SARCASM
872,twitter_873,SARCASM
873,twitter_874,SARCASM
874,twitter_875,SARCASM
875,twitter_876,NOT_SARCASM
